source,target,nu_gap,within_median,separation,n_reps,max_r2,mean_r2,p_global,q_global
250277_at,247766_at,0.45363107872691155,0.27885957862006044,0.1747715001068511,2,0.6749938953471726,0.4482813822863795,0.13616724130406319,0.40888483110235374
247474_at,259751_at,0.45371781313963117,0.371720139491549,0.08199767364808219,2,0.6810566917975812,0.34367479687052593,0.13612359795749138,0.40888483110235374
247216_at,261230_at,0.4536268589353701,0.3727153326793276,0.08091152625604248,2,0.7412468721875222,-372.54032176980115,0.13616724130406319,0.40888483110235374
246069_at,258677_at,0.45318121469846084,0.5776482657062646,-0.12446705100780375,2,0.5301310242767518,-0.13631616966927765,0.1365163880766377,0.40915981342001134
261569_at,252429_at,0.45346309909340554,0.2568166443953949,0.19664645469801062,2,0.9362358870295096,0.8717898715355336,0.13638545803692226,0.40915981342001134
258939_at,247443_at,0.4530460852379534,0.6224663662184982,-0.16942028098054474,2,0.8510178806783688,-1.2671102233492986,0.13656003142320952,0.40915981342001134
252429_at,267005_at,0.4530216230488183,0.5593477501963875,-0.10632612714756917,2,0.793327143589171,-0.44711798458884355,0.13656003142320952,0.40915981342001134
250007_at,257880_at,0.45305619911547973,0.35110498341669694,0.1019512156987828,2,0.8959783991403822,0.6558531968676087,0.13656003142320952,0.40915981342001134
267265_at,261914_at,0.45346766220156776,0.192516747598516,0.26095091460305175,2,0.756988716565955,-339.2837866585897,0.13638545803692226,0.40915981342001134
253394_at,266839_at,0.45344475156888775,0.1894004651102138,0.26404428645867395,2,0.8364133586072824,0.6790332146168612,0.1364727447300659,0.40915981342001134
267523_at,253638_at,0.4531400039794799,0.2563056130784607,0.19683439090101917,2,0.6514801327067301,0.4400193574376926,0.13656003142320952,0.40915981342001134
263118_at,260073_at,0.45311669334076893,0.14822532197131197,0.304891371369457,2,0.6578983291741998,0.3770879879550023,0.13656003142320952,0.40915981342001134
247443_at,265665_at,0.45314461640273357,0.2161068114274294,0.23703780497530416,2,0.9158983498861271,-1.3086927213479682,0.13656003142320952,0.40915981342001134
251727_at,263548_at,0.4534215192796103,0.23131074646574032,0.22211077281386996,2,0.6970426668961579,0.5715786176668541,0.1364727447300659,0.40915981342001134
262736_at,247921_at,0.452287788873458,0.17535435566377922,0.2769334332096788,2,0.9191793570185879,0.6023652821062131,0.1369964648889277,0.4091700791329025
248910_at,263548_at,0.4522288515343586,0.20566010820717173,0.24656874332718687,2,0.8204267166143879,0.7102262503319329,0.1370401082354995,0.4091700791329025
262324_at,262505_at,0.45283901747948574,0.39871390136484886,0.054125116114636884,2,0.688948668071786,0.4443122214979366,0.13664731811635317,0.4091700791329025
261907_at,248311_at,0.45243267819246324,0.3011838212613259,0.15124885693113732,2,0.763932855808626,0.571170622978646,0.13690917819578405,0.4091700791329025
247848_at,260137_at,0.4526401923007173,0.49567718816967404,-0.04303699586895676,2,0.8733550800286263,0.5346053599689928,0.1367782481560686,0.4091700791329025
257880_at,247525_at,0.4527675660523428,0.10747682173283998,0.3452907443195028,2,0.916766183107783,0.5861549905660741,0.13673460480949678,0.4091700791329025
266983_at,248756_at,0.4521525571483651,0.29238125522392006,0.15977130192444505,2,0.8081957364819137,0.5946881332454148,0.1370837515820713,0.4091700791329025
253374_at,254020_at,0.4524781358261337,0.36166202252472124,0.09081611330141248,2,0.8199801818103862,0.49989226946790233,0.13686553484921224,0.4091700791329025
261937_at,258349_at,0.4528731560906175,0.14174390632098566,0.31112924976963185,2,0.7608310708399739,0.4128481396292224,0.13664731811635317,0.4091700791329025
255694_at,262609_at,0.4525398111472188,0.21439312724503268,0.23814668390218613,2,0.6007550231820773,0.07456903634146517,0.13682189150264043,0.4091700791329025
261569_at,258920_at,0.4523042362731225,0.04765850556464941,0.4046457307084731,2,0.7060963435282357,0.6120093962651422,0.13695282154235586,0.4091700791329025
247525_at,263252_at,0.4526929513670015,0.06023971980641954,0.392453231560582,2,0.5711710987485105,-0.20884067858065172,0.13673460480949678,0.4091700791329025
253638_at,247525_at,0.4523591956065165,0.3594694147300176,0.0928897808764989,2,0.616859270984323,0.38368197540650467,0.13690917819578405,0.4091700791329025
262290_at,247525_at,0.452385424333421,0.2927746498237377,0.1596107745096833,2,0.6358263545048529,0.5482002342312972,0.13690917819578405,0.4091700791329025
258939_at,253496_at,0.45277685582466576,0.13435657385825378,0.318420281966412,2,0.7691763226304948,0.5646426524401491,0.13673460480949678,0.4091700791329025
252429_at,247214_at,0.4521606550650631,0.3114177810388634,0.14074287402619967,2,0.7974566316501845,0.34263831374483594,0.1370837515820713,0.4091700791329025
248596_at,259990_s_at,0.45288427234139694,0.3560927081285783,0.09679156421281865,2,0.8827568417121449,0.5769482577550218,0.13664731811635317,0.4091700791329025
252885_at,253638_at,0.4521876865006832,0.8230257699748613,-0.3708380834741781,2,0.6240598965235522,0.18662792987493815,0.1370837515820713,0.4091700791329025
250099_at,265480_at,0.4523154213580401,0.5455497012458229,-0.09323427988778282,2,0.6023033311107242,0.4251979609692621,0.13695282154235586,0.4091700791329025
253039_at,248756_at,0.4520711006328606,0.5447688407170166,-0.09269774008415599,2,0.8434628938757572,0.692739715342614,0.13721468162178677,0.4094790838411699
258349_at,263548_at,0.4517948828412869,0.3730989460495429,0.07869593679174397,2,0.7051173084611637,0.5002174249985653,0.13747654170121765,0.4100148674849489
250277_at,261480_at,0.45179909956521436,0.3531456764932153,0.09865342307199904,2,0.8277766731508619,0.5081704971259328,0.13747654170121765,0.4100148674849489
246490_at,264898_at,0.4518237377975113,0.13452766136426877,0.31729607643324254,2,0.8903808608611916,0.6783949692875397,0.13747654170121765,0.4100148674849489
259790_s_at,263122_at,0.45148509146294336,0.13891550355275054,0.31256958791019285,2,0.9209586561930652,0.8008777430230776,0.1376511150875049,0.41012621368644037
249191_at,247921_at,0.45155304973492283,0.2988737898734672,0.15267925986145564,2,0.8595650443627204,0.760417611555009,0.1376511150875049,0.41012621368644037
247766_at,262883_at,0.45153011327500137,0.2346493694216007,0.21688074385340067,2,0.5248656830121631,-8.511515840399763,0.1376511150875049,0.41012621368644037
252123_at,266864_at,0.451497036421735,0.23875208021416555,0.21274495620756945,2,0.7065920765962084,0.5007731253284832,0.1376511150875049,0.41012621368644037
258349_at,256861_at,0.45158271371249104,0.4581940610328904,-0.006611347320399363,2,0.5457055025375988,0.24135766481233262,0.1376074717409331,0.41012621368644037
253627_at,267115_s_at,0.4512178826522066,0.2737424414067583,0.17747544124544828,2,0.6515401990432047,0.5642574932174502,0.13786933182036398,0.4106944888476632
253627_at,259790_s_at,0.45118849732852007,0.15764196319537008,0.29354653413315,2,0.9092620046157629,0.6981831387515263,0.13795661851350763,0.4107907122018396
246554_at,264898_at,0.451174701235212,0.34893202195435047,0.1022426792808615,2,0.5971272566007755,0.5152289685320357,0.13795661851350763,0.4107907122018396
265480_at,254020_at,0.4511072716172676,0.11105939974611356,0.34004787187115404,2,0.6138665931066836,-198.68189451497554,0.13800026186007944,0.4108387951212008
246490_at,245936_at,0.45103130261911856,0.47202200909753766,-0.020990706478419108,2,0.8281363836368216,-1208.795260430232,0.13808754855322306,0.4109829289858094
