name,locus,annot,period_WT,period_toc1,dperiod,rev_nugap,rev_within,rev_r2_WT,rev_r2_toc1
266983_at,AT2G39400,"hydrolase, alpha/beta fold family protein",23.25,23.0,-0.25,0.1668068368316826,0.09962080638459642,0.6999315983424894,0.8305539174965788
262883_at,AT1G64780,ATAMT1;2 (AMMONIUM TRANSPORTER 1;2); ammonium transmembrane transporter,23.75,22.25,-1.5,0.17163937224165346,0.1332841481090086,0.73472238045862,0.8112911565161536
258920_at,AT3G10520,AHB2 (NON-SYMBIOTIC HAEMOGLOBIN 2),25.0,22.25,-2.75,0.1722902939958208,0.12967343828263905,0.5990371728362913,0.8484296967940201
252175_at,AT3G50700,ATIDD2 (ARABIDOPSIS THALIANA INDETERMINATE(ID)-DOMAIN 2); nucleic acid binding / transcription factor/ zinc ion binding,24.0,21.5,-2.5,0.1726911141298887,0.31586303126765636,0.6344002957693156,0.5677405565695448
255604_at,AT4G01080,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G01430.1); similar to unknown protein Cr17 [Brassica napus] (GB:AAX51387.1); contains InterPro domain Protein of unknown function DUF231, plant (InterPro:IPR004253)",24.5,21.25,-3.25,0.1742689805578652,0.2666737210954518,0.698564633100958,0.5857915959241773
264524_at,AT1G10070,ATBCAT-2; branched-chain-amino-acid transaminase/ catalytic,22.75,22.75,0.0,0.17437004187932073,0.26112449006992866,0.505225215011313,0.6715675917908326
249759_at,AT5G24380,YSL2 (YELLOW STRIPE LIKE 2); oligopeptide transporter,24.75,23.5,-1.25,0.1752218509745025,0.20096153217104587,0.5597620658728657,0.8019188342824166
247780_at,AT5G58770,"dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative",24.0,22.5,-1.5,0.17557662609999167,0.047494663764875475,0.6647319898222303,0.8830250363932471
265918_at,AT2G15090,"fatty acid elongase, putative",25.0,21.5,-3.5,0.17723504172413543,0.12121073809097882,0.514124708323165,0.6828288201186519
247766_at,AT5G58870,FTSH9 (FtsH protease 9); ATP-dependent peptidase/ ATPase/ metallopeptidase,23.5,20.75,-2.75,0.18097938183498885,0.2973856385351257,0.6421374053566533,0.5396565590428487
258321_at,AT3G22840,ELIP1 (EARLY LIGHT-INDUCABLE PROTEIN); chlorophyll binding,26.0,21.75,-4.25,0.18300809311114966,0.16313246302433881,0.5216082230417759,0.8477932285453305
265913_at,AT2G25625,similar to unnamed protein product [Vitis vinifera] (GB:CAO44157.1),25.75,25.5,-0.25,0.18555918734041243,0.19972745427972544,0.5238683104942392,0.6428702353457412
251272_at,AT3G61890,ATHB-12 (ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 12); transcription factor,23.0,22.75,-0.25,0.18611420412404298,0.26117567945854947,0.7070072226491588,0.7161117149948707
259970_at,AT1G76570,chlorophyll A-B binding family protein,23.75,21.75,-2.0,0.18710510542336647,0.09584894524452779,0.6097615187680945,0.8677355223520132
249215_at,AT5G42800,DFR (DIHYDROFLAVONOL 4-REDUCTASE); dihydrokaempferol 4-reductase,25.0,24.25,-0.75,0.18972940422371684,0.2059199489223353,0.5115017417143095,0.6815126966593522
257710_at,AT3G27350,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G40700.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO14633.1),24.0,21.75,-2.25,0.19098612280571226,0.11539343807360922,0.7199160512476993,0.7296631550785905
251028_at,AT5G02230,haloacid dehalogenase-like hydrolase family protein,22.25,23.25,1.0,0.19198554006580704,0.2975492144746338,0.7062858573541675,0.7461867985813451
265339_at,AT2G18230,ATPPA2 (ARABIDOPSIS THALIANA PYROPHOSPHORYLASE 2); inorganic diphosphatase/ pyrophosphatase,23.75,22.25,-1.5,0.19389497823077678,0.16262309444833428,0.5169127000001914,0.8274454110052714
260774_at,AT1G78290,"serine/threonine protein kinase, putative",24.25,22.0,-2.25,0.19517587351908686,0.10318276159722892,0.7418181823295851,0.9180071078130531
247814_at,AT5G58310,"hydrolase, alpha/beta fold family protein",23.75,21.5,-2.25,0.19607295220126442,0.5239377777177289,0.6098638858107273,0.7631785922368787
260696_at,AT1G32520,similar to unnamed protein product [Vitis vinifera] (GB:CAO63428.1),24.0,21.25,-2.75,0.19859225943966258,0.05649529379893567,0.6628759633423986,0.8775651527749644
267355_at,AT2G39900,LIM domain-containing protein,24.0,21.75,-2.25,0.19963132002344194,0.15012940394583618,0.5741299521115857,0.65453857249011
263777_at,AT2G46450,ATCNGC12 (cyclic nucleotide gated channel 12); cyclic nucleotide binding / ion channel,24.25,22.5,-1.75,0.20243037395348934,0.018204260214233537,0.5958075884840605,0.7003092443230092
252863_at,AT4G39800,MI-1-P SYNTHASE (Myo-inositol-1-phosphate synthase); inositol-3-phosphate synthase,24.25,22.5,-1.75,0.20332336780106666,0.10987219045704284,0.5533924125706068,0.6678911272893006
266514_at,AT2G47890,zinc finger (B-box type) family protein,23.0,21.75,-1.25,0.20723997159787294,0.09701840643860613,0.6813307535298744,0.7701131489929559
264931_at,AT1G60590,"polygalacturonase, putative / pectinase, putative",23.25,22.25,-1.0,0.20729611548353408,0.2798410544586958,0.7527383338882397,0.6749470774884612
266899_at,AT2G34620,mitochondrial transcription termination factor-related / mTERF-related,22.25,21.75,-0.5,0.207633620390076,0.09127844174852599,0.653527951761411,0.7298211655786995
251927_at,AT3G53990,universal stress protein (USP) family protein,23.5,21.25,-2.25,0.21447629937624973,0.07115852569368722,0.5801110843002434,0.7620589139885914
262503_at,AT1G21670,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G21680.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN73514.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO61906.1); contains InterPro domain WD40-like Beta Propeller (InterPro:IPR011659); contains InterPro domain Six-bladed beta-propeller, TolB-like (InterPro:IPR011042)",23.25,21.5,-1.75,0.2171641077013001,0.12230900035632311,0.5773551647518885,0.5525344563051615
254642_at,AT4G18810,binding / catalytic/ transcription repressor,24.5,23.0,-1.5,0.2184466391921111,0.11368326853416223,0.6569921166686241,0.6846300838371868
257701_at,AT3G12710,methyladenine glycosylase family protein,23.5,22.5,-1.0,0.22055161219754846,0.12519387765155177,0.6126062209086718,0.799101409557278
254741_s_at,AT4G13920;AT4G13900,"[AT4G13920, disease resistance family protein / LRR family protein];[AT4G13900, pseudogene, similar to NL0D, contains leucine rich-repeat domains Pfam:PF00560, INTERPRO:IPR001611; similar to Cf-4A protein (Lycopersicon esculentum) gi|3097197|emb|CAA73187; blastp match of 33% identity and 2.9e-93 P-value to GP|4235641|gb|AAD13301.1||AF119040 NL0D {Lycopersicon esculentum}]",24.5,22.0,-2.5,0.22309980466089568,0.08473015014093621,0.7404856856859325,0.7358629775343715
261914_at,AT1G65870,disease resistance-responsive family protein,23.75,20.75,-3.0,0.22805495380047114,0.12078929631721932,0.8040689066930082,0.8546845863177838
250580_at,AT5G07440,GDH2 (GLUTAMATE DEHYDROGENASE 2); oxidoreductase,23.5,22.25,-1.25,0.23325169624876915,0.08300915284683134,0.5516704812978236,0.6584292052776483
257880_at,AT3G16910,AAE7/ACN1 (ACYL-ACTIVATING ENZYME 7); AMP binding / acetate-CoA ligase,23.75,22.5,-1.25,0.23393452096627762,0.43403611955082655,0.5181506448483246,0.771189192853604
253215_at,AT4G34950,nodulin family protein,23.5,21.25,-2.25,0.2355515795298876,0.3661030547141343,0.637447609045035,0.8117333919463838
245600_at,AT4G14230,CBS domain-containing protein-related,23.5,20.75,-2.75,0.23786347256534818,0.21891583962227687,0.5524485696208794,0.7743373197214354
258805_at,AT3G04010,glycosyl hydrolase family 17 protein,23.25,22.5,-0.75,0.24175897544612804,0.04965558825205641,0.5842429112238794,0.8816668671031359
249467_at,AT5G39610,ANAC092/ATNAC2/ATNAC6 (Arabidopsis NAC domain containing protein 92); protein heterodimerization/ protein homodimerization/ transcription factor,23.25,21.25,-2.0,0.24290379430682443,0.2236614596227185,0.8524021961240247,0.6833659724978076
264338_at,AT1G70300,KUP6 (K+ uptake permease 6); potassium ion transmembrane transporter,24.25,22.75,-1.5,0.2516597341971035,0.14132482237486,0.5802234993221256,0.5027724735140475
245193_at,AT1G67810,Fe-S metabolism associated domain-containing protein,22.75,21.5,-1.25,0.2520858456314948,0.36888671322217115,0.6401157714642463,0.5804729784140844
256049_at,AT1G07010,calcineurin-like phosphoesterase family protein,23.5,21.25,-2.25,0.2536689611845774,0.20493190512296042,0.5952175167200295,0.7163995399018235
255016_at,AT4G10120,"ATSPS4F; sucrose-phosphate synthase/ transferase, transferring glycosyl groups",23.75,22.75,-1.0,0.2562927538017391,0.06093304881557071,0.7518786195792699,0.9363042641045537
247463_at,AT5G62210,embryo-specific protein-related,25.25,21.5,-3.75,0.25872941569683694,0.13672618388462282,0.5007021027250758,0.9486826554575829
245965_at,AT5G19730,pectinesterase family protein,23.75,21.25,-2.5,0.2624146945283458,0.09660971327639017,0.5045849432217229,0.6574331952099578
254783_at,AT4G12830,"hydrolase, alpha/beta fold family protein",24.0,21.75,-2.25,0.26698138767220025,0.35705074122887537,0.5708756954681413,0.7982319114525959
250277_at,AT5G12940,leucine-rich repeat family protein,24.75,22.75,-2.0,0.2746698259598101,0.29198890295813384,0.6095933337431099,0.6240785613671469
248185_at,AT5G54060,"UF3GT (UDP-GLUCOSE:FLAVONOID 3-O-GLUCOSYLTRANSFERASE); transferase, transferring glycosyl groups",25.25,23.75,-1.5,0.297880150602892,0.12826129616584092,0.5080003464030769,0.7102033798432721
250028_at,AT5G18130,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G03870.2); similar to unknown [Medicago truncatula] (GB:ABK28852.1),22.25,20.25,-2.0,0.30569332650850317,0.18704060444987358,0.5684236273285206,0.5054886721377322
250032_at,AT5G18170,GDH1 (GLUTAMATE DEHYDROGENASE 1); oxidoreductase,24.0,23.0,-1.0,0.3059445057547675,0.11436456969676513,0.5440006728224405,0.5539025479619379
250344_at,AT5G11930,glutaredoxin family protein,24.75,25.0,0.25,0.30641176946957677,0.08623116226831579,0.5554836406888661,0.6271225143019472
262281_at,AT1G68570,proton-dependent oligopeptide transport (POT) family protein,24.5,23.25,-1.25,0.3070657576551474,0.08494944841382808,0.7670960695615513,0.8818843096656693
255842_at,AT2G33530,SCPL46 (serine carboxypeptidase-like 46); serine carboxypeptidase,24.5,21.0,-3.5,0.30743259702920284,0.1294840417669914,0.5557626153816739,0.5338546539661897
262324_at,AT1G64170,ATCHX16 (CATION/H+ EXCHANGER 16); monovalent cation:proton antiporter,23.75,21.75,-2.0,0.31693161143281867,0.03396785499813206,0.7369375496796675,0.5696408811096993
267209_at,AT2G30930,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G06540.1),23.25,22.75,-0.5,0.40152822477240346,0.3470903706522301,0.5267964056481595,0.5642343403390706
256525_at,AT1G66180,aspartyl protease family protein,26.0,23.75,-2.25,0.4686101095993896,0.22826547939832728,0.6022665578494057,0.6350996902586934
261834_at,AT1G10640,"polygalacturonase, putative / pectinase, putative",24.75,23.5,-1.25,0.48381014419526697,0.18379328113259036,0.6807465840362168,0.7696924045786432
250327_at,AT5G12050,similar to unnamed protein product [Vitis vinifera] (GB:CAO45643.1),24.5,23.75,-0.75,0.6328703472779816,0.3614439923320668,0.7346085369642434,0.6434134257767676
